order_id,customer_id,order_date,total_amount,status
1291,874,2025-12-30,1507.04,Cancelled
1292,326,2026-04-06,77673.97,Delivered
1293,243,2026-05-12,81989.14,Cancelled
1294,257,2025-11-20,1209.99,Processing
1295,242,2025-11-29,40275.6,Shipped
1296,710,2025-07-24,93073.16,Processing
1297,273,2026-06-09,60874.2,Delivered
1298,534,2025-11-08,60323.41,Cancelled
1299,645,2026-07-10,68185.41,Shipped
1300,161,2026-06-16,74539.26,Processing
1301,72,2026-01-17,46378.64,Processing
1302,897,2025-10-05,4454.29,Processing
1303,549,2025-12-10,45676.48,Delivered
1304,606,2025-12-01,19866.15,Delivered
1305,597,2025-07-20,71418.09,Pending
1306,360,2025-11-15,50406.2,Cancelled
1307,398,2026-07-08,14123.1,Delivered
1308,842,2026-06-17,81666.78,Processing
1309,178,2026-07-02,14603.55,Delivered
1310,407,2025-07-16,57910.44,Delivered
1311,959,2026-04-27,71215.76,Cancelled
1312,140,2026-07-10,4427.7,Shipped
1313,334,2025-10-09,71279.58,Processing
1314,789,2026-06-27,37693.03,Delivered
1315,969,2026-05-07,69011.65,Cancelled
1316,455,2025-10-20,34767.03,Pending
1317,223,2026-05-08,85113.38,Pending
1318,963,2025-08-09,56012.04,Processing
1319,719,2025-11-19,30870.23,Delivered
1320,571,2025-10-20,7290.58,Delivered
1321,273,2026-07-11,62399.06,Cancelled
1322,790,2026-04-10,19811.28,Shipped
1323,441,2026-04-15,22517.58,Cancelled
1324,265,2026-04-09,26177.07,Delivered
1325,435,2025-10-01,13558.59,Processing
1326,523,2026-03-20,25331.23,Cancelled
1327,96,2026-05-01,95587.53,Delivered
1328,942,2025-12-12,5676.11,Delivered
1329,515,2025-12-26,45711.19,Pending
1330,754,2025-09-07,94071.62,Delivered
1331,517,2026-05-22,72018.79,Processing
1332,251,2025-07-24,91558.34,Pending
1333,419,2026-05-25,41680.91,Pending
1334,484,2026-03-28,55649.26,Shipped
1335,803,2025-12-22,78201.7,Cancelled
1336,314,2025-08-13,41255.96,Processing
1337,468,2026-06-09,36467.92,Processing
1338,535,2026-04-26,98935.09,Processing
1339,730,2025-08-20,28537.0,Shipped
1340,473,2025-07-15,35662.2,Processing
1341,126,2026-04-21,16064.39,Cancelled
1342,23,2025-08-03,54627.93,Processing
1343,462,2026-01-03,75321.57,Processing
1344,971,2026-06-09,52417.69,Processing
1345,593,2026-03-31,21731.12,Cancelled
1346,83,2026-05-29,32605.97,Processing
1347,644,2026-02-02,99879.78,Delivered
1348,621,2026-04-22,77584.6,Pending
1349,326,2026-02-22,13967.73,Processing
1350,744,2025-08-13,83325.4,Shipped
1351,69,2026-04-18,85184.89,Processing
1352,996,2026-07-07,46663.52,Processing
1353,631,2026-05-30,21136.13,Cancelled
1354,858,2025-10-16,97843.4,Delivered
1355,722,2026-04-10,45279.56,Cancelled
1356,170,2026-03-26,42579.9,Delivered
1357,604,2026-01-24,37795.09,Delivered
1358,203,2025-10-25,62936.93,Shipped
1359,679,2025-12-16,84938.34,Cancelled
1360,439,2026-06-23,42941.24,Processing
1361,294,2025-11-06,76500.16,Pending
1362,515,2025-08-20,67144.18,Shipped
1363,588,2026-04-03,40882.7,Delivered
1364,337,2026-04-10,84332.3,Cancelled
1365,607,2026-06-16,22187.69,Cancelled
1366,611,2026-04-07,95142.9,Pending
1367,279,2026-01-19,19494.32,Cancelled
1368,673,2025-09-02,57678.19,Processing
1369,201,2026-04-01,32016.7,Pending
1370,786,2025-09-13,90193.92,Delivered
1371,728,2025-10-23,64164.06,Processing
1372,298,2026-02-10,31144.27,Pending
1373,397,2025-10-28,64121.78,Cancelled
1374,117,2026-05-18,63050.61,Processing
1375,896,2025-12-13,62813.75,Pending
1376,652,2026-04-01,36550.67,Shipped
1377,21,2026-03-17,29143.87,Processing
1378,169,2026-05-24,14651.25,Processing
1379,307,2025-09-26,61087.93,Shipped
1380,143,2025-12-31,98626.31,Shipped
1381,959,2025-08-15,56845.29,Shipped
1382,351,2025-09-03,46574.25,Delivered
1383,760,2026-06-02,85626.15,Shipped
1384,117,2026-03-05,14947.57,Delivered
1385,551,2026-04-24,30462.53,Cancelled
1386,137,2025-11-26,20052.53,Delivered
1387,752,2026-05-26,15790.44,Cancelled
1388,890,2026-05-06,24242.58,Processing
1389,361,2026-04-04,62866.07,Pending
1390,137,2025-10-30,92719.87,Cancelled
1391,33,2026-04-15,12784.68,Shipped
1392,748,2025-07-19,22416.34,Shipped
1393,725,2026-07-11,79266.7,Shipped
1394,957,2026-06-25,80278.8,Shipped
1395,526,2025-11-07,69483.14,Shipped
1396,312,2025-12-18,43089.74,Processing
1397,836,2026-03-05,55017.22,Processing
1398,726,2025-12-20,2218.7,Cancelled
1399,920,2026-04-14,17671.25,Cancelled
1400,319,2026-05-23,66986.7,Delivered
1401,651,2025-07-16,84554.41,Cancelled
1402,601,2025-09-05,76122.39,Cancelled
1403,715,2026-07-04,50632.09,Processing
1404,831,2025-09-25,25926.63,Pending
1405,858,2026-02-23,62951.98,Cancelled
1406,863,2026-05-12,25251.39,Pending
1407,744,2025-09-26,42621.43,Cancelled
1408,750,2025-08-02,33253.59,Processing
1409,408,2026-07-11,87151.23,Shipped
1410,966,2026-04-25,29856.3,Delivered
1411,484,2025-10-15,16738.96,Delivered
1412,283,2026-05-29,81588.55,Pending
1413,210,2026-02-06,24607.28,Shipped
1414,553,2025-09-28,5331.74,Delivered
1415,627,2025-11-08,80469.51,Delivered
1416,15,2026-05-06,92545.52,Delivered
1417,889,2026-03-29,76951.25,Pending
1418,615,2025-07-28,19427.99,Processing
1419,465,2026-07-02,34790.9,Cancelled
1420,98,2025-07-15,17148.55,Pending
1421,204,2026-01-22,63194.83,Processing
1422,707,2025-09-07,84187.73,Shipped
1423,515,2025-11-06,87690.93,Processing
1424,119,2026-05-24,29431.61,Cancelled
1425,903,2025-08-17,10821.47,Cancelled
1426,460,2025-08-22,74830.88,Pending
1427,561,2026-05-24,86041.93,Cancelled
1428,258,2025-11-08,42806.19,Shipped
1429,26,2026-05-12,36991.71,Processing
1430,367,2025-08-23,92054.87,Pending
1431,952,2025-10-08,20595.35,Cancelled
1432,574,2026-01-14,45427.62,Cancelled
1433,175,2026-05-23,70159.69,Processing
1434,921,2026-02-20,1201.96,Processing
1435,233,2025-12-23,95151.03,Cancelled
1436,263,2025-11-25,85440.12,Pending
1437,432,2026-01-15,45273.49,Pending
1438,409,2026-06-07,84126.76,Pending
1439,972,2026-01-25,84401.19,Processing
1440,964,2026-02-02,2747.34,Delivered
1441,774,2025-11-05,77368.97,Cancelled
1442,625,2026-03-26,63851.75,Pending
1443,383,2025-12-25,38470.47,Pending
1444,559,2025-12-17,42261.22,Cancelled
1445,771,2026-04-14,81059.96,Shipped
1446,554,2025-08-26,63396.38,Delivered
1447,950,2025-11-24,89470.89,Delivered
1448,537,2026-01-07,22889.37,Shipped
1449,186,2025-08-30,36346.49,Delivered
1450,274,2025-11-27,26636.23,Processing
1451,234,2026-01-03,74179.91,Delivered
1452,505,2026-01-20,51491.69,Processing
1453,748,2025-11-17,27783.42,Pending
1454,95,2025-11-07,3994.99,Cancelled
1455,277,2026-07-09,59829.58,Pending
1456,429,2025-11-05,21237.12,Cancelled
1457,444,2026-03-05,51505.99,Pending
1458,974,2025-12-07,99351.13,Pending
1459,796,2025-11-29,44016.2,Processing
1460,225,2025-08-20,6293.84,Delivered
1461,917,2026-05-15,65402.67,Processing
1462,774,2026-02-11,86189.03,Pending
1463,710,2026-06-23,11893.53,Shipped
1464,755,2026-03-26,51384.85,Cancelled
1465,805,2026-05-10,65635.63,Pending
1466,592,2026-06-12,16968.13,Shipped
1467,124,2025-08-31,26594.25,Delivered
1468,399,2025-10-11,36146.27,Pending
1469,576,2026-02-04,70773.83,Cancelled
1470,299,2025-08-02,27673.41,Delivered
1471,748,2025-09-11,9394.59,Shipped
1472,478,2025-12-19,90480.31,Pending
1473,290,2025-09-27,7497.49,Processing
1474,155,2025-08-21,96529.4,Processing
1475,14,2026-05-21,85481.74,Delivered
1476,925,2026-06-25,1626.49,Processing
1477,498,2026-05-17,78839.84,Pending
1478,809,2025-11-02,8546.99,Delivered
1479,192,2025-09-16,77134.87,Processing
1480,235,2026-05-27,65649.58,Processing
1481,826,2026-05-28,25868.5,Cancelled
1482,898,2025-12-12,74495.56,Pending
1483,760,2025-08-23,90138.88,Pending
1484,950,2026-06-17,7048.98,Delivered
1485,557,2026-03-21,56637.33,Cancelled
1486,890,2025-08-20,57378.53,Processing
1487,630,2026-02-20,56461.04,Processing
1488,983,2025-09-25,75602.94,Cancelled
1489,916,2025-10-31,32651.5,Processing
1490,143,2025-07-23,89488.84,Delivered
1491,846,2025-07-26,12175.62,Pending
1492,469,2025-07-30,97425.41,Cancelled
1493,114,2026-01-15,2058.84,Pending
1494,147,2025-11-18,76128.14,Shipped
1495,131,2026-03-25,9717.67,Processing
1496,996,2026-01-31,39378.35,Pending
1497,987,2025-10-24,60640.49,Pending
1498,61,2026-05-20,9627.37,Shipped
1499,700,2026-06-09,4130.82,Delivered
1500,601,2026-04-06,40120.35,Shipped
1501,248,2026-02-12,45418.45,Cancelled
1502,792,2026-03-22,26975.93,Shipped
1503,747,2025-11-26,86041.05,Pending
1504,455,2025-12-16,31564.5,Cancelled
1505,982,2026-05-02,2105.53,Pending
1506,445,2025-10-03,36824.69,Delivered
1507,143,2026-04-12,91613.33,Shipped
1508,283,2025-12-18,48197.36,Shipped
1509,133,2025-11-21,17346.24,Processing
1510,972,2025-07-16,1415.36,Delivered
1511,295,2025-12-18,38124.73,Delivered
1512,722,2026-04-29,98886.07,Delivered
1513,683,2025-09-01,64182.98,Processing
1514,12,2025-11-01,31745.34,Cancelled
1515,913,2025-08-18,97888.43,Shipped
1516,651,2026-01-12,76013.39,Shipped
1517,989,2025-09-26,76940.79,Delivered
1518,313,2026-01-10,84702.86,Shipped
1519,464,2025-12-25,42470.32,Cancelled
1520,213,2025-09-13,9860.35,Pending
1521,342,2026-05-16,55176.42,Shipped
1522,284,2025-09-06,41355.44,Cancelled
1523,802,2026-02-09,75722.21,Shipped
1524,296,2026-04-21,18442.38,Processing
1525,208,2025-07-26,3274.17,Shipped
1526,82,2026-04-03,30332.53,Cancelled
1527,163,2026-04-21,8931.3,Cancelled
1528,892,2025-09-11,91784.15,Pending
1529,599,2026-03-26,51116.21,Pending
1530,487,2026-03-03,95330.82,Shipped
1531,54,2025-10-01,68320.43,Cancelled
1532,873,2026-07-03,14890.42,Delivered
1533,948,2026-02-27,45967.57,Cancelled
1534,244,2026-06-01,97730.99,Cancelled
1535,185,2026-02-08,63118.66,Shipped
1536,766,2026-03-31,86289.42,Cancelled
1537,26,2026-02-07,40128.48,Cancelled
1538,310,2025-12-24,66609.06,Cancelled
1539,821,2025-11-25,13228.07,Processing
1540,405,2026-01-29,11726.99,Shipped
1541,494,2026-04-19,99770.68,Shipped
1542,375,2025-09-17,2374.37,Cancelled
1543,927,2026-06-10,57974.7,Processing
1544,732,2025-08-12,26326.73,Shipped
1545,251,2026-05-25,78372.24,Processing
1546,678,2026-07-09,37617.94,Delivered
1547,239,2025-10-10,75748.36,Delivered
1548,513,2026-03-07,20747.3,Shipped
1549,138,2026-07-10,35507.61,Pending
1550,942,2026-03-27,92147.38,Shipped
1551,922,2025-09-26,7566.91,Processing
1552,738,2026-04-10,73227.08,Shipped
1553,693,2025-11-08,36597.54,Shipped
1554,177,2026-03-03,3462.41,Cancelled
1555,13,2025-10-08,85960.9,Delivered
1556,896,2025-07-27,50131.57,Cancelled
1557,87,2025-12-14,94638.2,Pending
1558,477,2026-01-31,72852.95,Shipped
1559,711,2025-11-07,35555.47,Processing
1560,805,2026-02-18,42651.65,Pending
1561,121,2025-12-07,62930.48,Shipped
1562,916,2025-10-27,4977.2,Shipped
1563,635,2025-11-30,30630.65,Processing
1564,498,2026-05-17,17319.26,Processing
1565,412,2025-07-26,1243.11,Shipped
1566,487,2026-03-02,74123.74,Processing
1567,719,2025-12-01,74819.13,Delivered
1568,91,2025-09-01,80566.88,Processing
1569,572,2026-05-08,89631.04,Pending
1570,809,2026-05-08,92032.6,Delivered
1571,342,2026-03-28,75632.37,Delivered
1572,938,2026-06-30,6795.85,Delivered
1573,707,2025-08-24,59195.75,Pending
1574,909,2026-06-30,34518.41,Shipped
1575,121,2025-11-26,32070.52,Shipped
1576,130,2026-01-28,98846.39,Shipped
1577,699,2026-04-20,85837.67,Cancelled
1578,823,2025-08-19,7693.33,Pending
1579,126,2026-06-28,15592.47,Delivered
1580,675,2026-04-01,43485.2,Cancelled
1581,902,2025-08-01,99645.08,Cancelled
1582,783,2026-04-02,81832.43,Processing
1583,127,2026-05-11,50376.04,Shipped
1584,185,2025-07-22,46088.21,Shipped
1585,779,2026-05-12,15134.34,Pending
1586,256,2026-04-16,22820.71,Pending
1587,186,2025-09-08,39082.15,Cancelled
1588,786,2025-09-24,77363.9,Cancelled
1589,257,2025-08-17,63174.9,Pending
1590,740,2026-01-15,79370.09,Processing
1591,331,2025-08-16,24338.81,Shipped
1592,548,2025-11-25,77623.88,Processing
1593,85,2026-06-16,30880.51,Pending
1594,785,2026-03-01,46357.87,Shipped
1595,390,2026-07-02,26747.35,Delivered
1596,566,2025-11-28,81960.8,Pending
1597,152,2026-06-15,11654.25,Processing
1598,80,2025-12-30,50427.91,Pending
1599,866,2026-06-17,64576.95,Delivered
1600,58,2025-10-07,30991.9,Cancelled
1601,151,2025-09-16,15386.54,Pending
1602,655,2026-06-12,51761.63,Pending
1603,497,2026-03-01,54017.69,Pending
1604,95,2026-01-23,52618.16,Shipped
1605,510,2025-08-08,90325.4,Pending
1606,413,2026-06-13,72840.77,Processing
1607,821,2025-08-20,90387.45,Cancelled
1608,898,2026-01-11,65184.95,Shipped
1609,943,2025-11-20,8731.95,Cancelled
1610,884,2025-11-18,40893.9,Cancelled
1611,139,2026-04-10,67975.94,Cancelled
1612,98,2026-02-08,53726.99,Shipped
1613,113,2025-08-06,39016.65,Processing
1614,105,2026-05-30,52563.04,Shipped
1615,359,2026-03-11,46926.68,Processing
1616,685,2025-10-06,54246.2,Delivered
1617,765,2025-08-25,31158.94,Pending
1618,446,2025-11-19,76923.02,Processing
1619,696,2026-01-28,85828.13,Shipped
1620,697,2025-09-27,80199.49,Shipped
1621,984,2026-01-04,57704.94,Cancelled
1622,606,2026-03-25,21514.13,Cancelled
1623,565,2026-06-01,91106.35,Delivered
1624,310,2026-05-28,45138.33,Pending
1625,398,2025-09-15,25332.1,Delivered
1626,830,2025-11-22,39860.62,Processing
1627,29,2025-08-09,24122.91,Cancelled
1628,649,2026-04-13,15862.1,Processing
1629,697,2026-04-09,39032.64,Pending
1630,767,2026-03-03,87334.17,Processing
1631,194,2025-07-18,76241.23,Delivered
1632,382,2026-03-04,51452.85,Processing
1633,520,2026-02-03,34016.34,Cancelled
1634,996,2026-04-06,26376.9,Processing
1635,242,2025-07-18,55145.2,Cancelled
1636,479,2025-12-13,88013.5,Pending
1637,310,2026-05-14,89249.22,Delivered
1638,404,2026-02-04,90188.63,Pending
1639,195,2026-01-21,64252.36,Shipped
1640,346,2026-03-23,82713.83,Pending
1641,319,2025-07-14,71917.61,Shipped
1642,870,2025-08-30,97542.93,Pending
1643,770,2026-06-10,23109.3,Shipped
1644,161,2026-01-15,10453.59,Delivered
1645,811,2025-09-08,27053.37,Shipped
1646,413,2026-07-12,38685.23,Pending
1647,633,2026-03-18,45012.37,Delivered
1648,267,2026-02-07,38688.28,Pending
1649,168,2026-06-10,24340.18,Shipped
1650,188,2026-05-07,46288.0,Pending
1651,298,2025-08-27,64140.37,Pending
1652,244,2026-04-20,86296.51,Pending
1653,858,2026-01-08,92057.88,Cancelled
1654,989,2025-10-05,37314.5,Delivered
1655,448,2025-11-17,88720.06,Processing
1656,683,2025-10-14,33255.21,Shipped
1657,416,2025-08-08,18387.3,Shipped
1658,422,2025-08-01,53660.88,Delivered
1659,311,2026-03-22,29187.66,Delivered
1660,250,2025-07-28,56076.66,Delivered
1661,432,2025-12-17,18231.64,Delivered
1662,374,2026-01-16,80480.79,Pending
1663,238,2025-11-23,57519.31,Shipped
1664,661,2026-04-18,68127.64,Cancelled
1665,634,2025-10-21,65283.22,Delivered
1666,91,2025-10-05,85030.51,Delivered
1667,655,2025-08-09,39001.15,Processing
1668,687,2026-01-09,14883.83,Shipped
1669,730,2025-11-01,53965.44,Delivered
1670,376,2026-04-21,59402.16,Pending
1671,401,2025-12-27,68692.17,Cancelled
1672,260,2026-03-20,76683.81,Pending
1673,363,2026-02-22,40415.66,Pending
1674,675,2026-06-07,53413.86,Shipped
1675,701,2026-07-04,18052.83,Pending
1676,962,2026-03-19,48823.83,Pending
1677,268,2026-05-28,17676.77,Pending
1678,456,2025-08-19,55946.71,Delivered
1679,518,2025-12-31,2273.4,Delivered
1680,58,2025-11-11,44291.81,Delivered
1681,732,2026-01-01,15226.17,Pending
1682,7,2025-12-05,17414.37,Processing
1683,453,2026-03-23,24940.25,Delivered
1684,618,2025-07-19,3602.95,Cancelled
1685,171,2026-01-26,49767.35,Processing
1686,9,2026-04-21,85407.7,Pending
1687,87,2026-04-16,45856.97,Delivered
1688,875,2025-12-10,72954.65,Delivered
1689,291,2026-02-22,89417.78,Shipped
1690,374,2025-07-23,67712.29,Processing
1691,487,2025-08-06,58225.96,Cancelled
1692,269,2026-06-16,99728.38,Processing
1693,281,2026-07-05,11681.69,Shipped
1694,2,2025-10-12,92294.31,Shipped
1695,682,2026-03-14,31480.98,Processing
1696,825,2025-11-25,57581.83,Cancelled
1697,481,2026-01-23,21451.6,Cancelled
1698,564,2026-05-15,36896.24,Shipped
1699,305,2025-12-11,43055.04,Pending
1700,144,2025-09-18,1272.83,Cancelled
1701,78,2025-11-24,90668.77,Processing
1702,393,2025-12-29,74273.18,Pending
1703,600,2026-06-28,47923.98,Cancelled
1704,212,2026-01-26,37389.02,Cancelled
1705,188,2026-03-28,93509.03,Delivered
1706,947,2025-12-13,35272.08,Delivered
1707,943,2026-01-18,87884.41,Processing
1708,505,2025-10-20,35652.39,Shipped
1709,292,2025-08-05,19727.59,Shipped
1710,579,2026-06-20,11276.78,Cancelled
1711,823,2026-02-08,30074.55,Processing
1712,679,2025-09-13,1915.74,Pending
1713,922,2026-03-01,93264.24,Pending
1714,500,2025-10-13,28554.22,Pending
1715,904,2025-10-21,47474.55,Delivered
1716,890,2026-02-02,74136.06,Delivered
1717,936,2026-01-03,28318.88,Pending
1718,965,2026-04-15,93124.25,Cancelled
1719,385,2026-03-03,23678.97,Processing
1720,762,2025-10-07,35301.54,Cancelled
1721,173,2025-11-02,93880.76,Shipped
1722,537,2026-04-05,44511.63,Shipped
1723,986,2026-04-08,86310.48,Delivered
1724,994,2025-11-13,25232.59,Pending
1725,42,2025-10-18,89309.86,Processing
1726,536,2025-07-30,38453.59,Cancelled
1727,712,2026-05-30,25967.34,Cancelled
1728,449,2026-04-14,14026.97,Cancelled
1729,574,2025-10-04,67718.29,Delivered
1730,233,2025-09-22,44648.24,Pending
1731,111,2025-12-16,42711.62,Pending
1732,816,2026-06-27,59730.42,Shipped
1733,594,2026-02-26,12884.83,Cancelled
1734,746,2026-01-19,73207.85,Shipped
1735,282,2025-12-08,70705.26,Shipped
1736,168,2025-09-15,10873.11,Shipped
1737,836,2026-06-07,61680.72,Delivered
1738,258,2026-02-19,60117.97,Pending
1739,585,2026-06-19,18711.22,Delivered
1740,378,2025-08-17,48123.46,Delivered
1741,314,2025-07-13,47612.55,Shipped
1742,918,2026-01-21,4286.43,Pending
1743,842,2026-06-15,90916.48,Pending
1744,315,2026-01-26,67632.0,Pending
1745,808,2026-01-24,71213.5,Processing
1746,710,2026-02-03,47003.24,Pending
1747,883,2025-12-26,19056.34,Cancelled
1748,315,2025-12-10,57246.38,Pending
1749,185,2025-07-19,31502.04,Delivered
1750,318,2026-06-03,37481.84,Cancelled
1751,121,2025-09-23,1814.3,Cancelled
1752,710,2026-01-19,30604.99,Cancelled
1753,273,2025-10-03,52482.4,Cancelled
1754,463,2025-08-08,18211.81,Cancelled
1755,739,2025-11-09,91991.64,Cancelled
1756,398,2026-03-05,51141.7,Shipped
1757,689,2025-12-05,36270.66,Pending
1758,360,2025-10-22,15204.0,Delivered
1759,42,2025-10-05,73296.06,Shipped
1760,303,2025-11-09,14015.75,Pending
1761,436,2026-05-14,82761.69,Delivered
1762,78,2025-12-24,19349.46,Processing
1763,178,2025-09-13,22257.0,Pending
1764,311,2026-04-10,48339.88,Shipped
1765,139,2025-09-09,74691.11,Processing
1766,488,2025-09-05,23038.95,Processing
1767,286,2025-09-18,28605.21,Delivered
1768,758,2025-11-05,58047.67,Pending
1769,895,2025-07-18,15038.93,Delivered
1770,661,2025-12-31,62022.53,Shipped
1771,849,2026-03-07,52957.74,Shipped
1772,603,2026-01-27,58848.38,Cancelled
1773,822,2025-11-01,26547.62,Cancelled
1774,466,2026-03-02,25901.8,Shipped
1775,225,2026-05-13,18861.05,Cancelled
1776,288,2026-06-03,65535.15,Delivered
1777,229,2026-06-22,73752.78,Cancelled
1778,14,2026-05-13,92758.56,Processing
1779,570,2025-12-07,71970.78,Delivered
1780,485,2025-08-15,6434.68,Cancelled
1781,78,2025-10-28,64519.07,Pending
1782,620,2025-10-12,58857.35,Cancelled
1783,897,2026-04-24,6999.12,Delivered
1784,169,2026-06-27,59495.48,Pending
1785,92,2025-12-11,49330.79,Processing
1786,498,2026-01-11,48521.13,Pending
1787,138,2025-08-07,40261.12,Delivered
1788,60,2025-08-21,8484.21,Delivered
1789,654,2026-01-02,25385.22,Pending
1790,552,2026-01-26,22433.24,Pending
1791,944,2026-03-24,87952.74,Processing
1792,813,2026-01-30,72604.32,Processing
1793,376,2025-09-30,97869.39,Cancelled
1794,48,2025-12-09,74589.79,Shipped
1795,210,2025-12-06,75711.85,Cancelled
1796,533,2026-01-15,49648.75,Cancelled
1797,964,2025-08-24,31592.97,Pending
1798,181,2025-12-07,63607.11,Delivered
1799,256,2026-01-12,93064.29,Pending
1800,347,2026-04-26,65582.04,Cancelled
1801,845,2025-09-19,26692.07,Processing
1802,804,2025-10-30,17257.9,Shipped
1803,135,2026-05-12,35211.82,Delivered
1804,963,2025-12-14,74562.11,Pending
1805,416,2026-03-27,29904.56,Processing
1806,148,2025-10-19,58893.43,Pending
1807,703,2026-03-31,75685.6,Shipped
1808,750,2025-10-09,92433.14,Processing
1809,589,2026-05-01,3646.32,Delivered
1810,243,2026-03-01,44855.01,Processing
1811,793,2025-11-02,7761.54,Pending
1812,681,2025-07-30,55915.31,Shipped
1813,503,2026-03-14,19749.07,Processing
1814,811,2026-06-29,55961.32,Pending
1815,668,2025-12-03,8000.81,Cancelled
1816,227,2026-02-23,14512.0,Shipped
1817,832,2025-09-11,5619.56,Cancelled
1818,668,2025-09-01,44802.94,Cancelled
1819,209,2025-11-12,18918.89,Delivered
1820,643,2025-12-07,40570.88,Processing
1821,627,2025-12-08,41314.77,Pending
1822,968,2025-09-29,27681.13,Processing
1823,849,2026-07-06,83961.63,Shipped
1824,574,2025-12-02,47854.07,Shipped
1825,823,2025-09-14,46789.03,Shipped
1826,557,2025-11-19,3623.39,Cancelled
1827,202,2026-03-25,77835.29,Pending
1828,294,2025-10-11,19982.63,Pending
1829,794,2026-05-14,88112.62,Processing
1830,607,2026-04-21,54398.83,Delivered
1831,726,2026-05-03,3484.69,Shipped
1832,44,2025-12-04,61875.71,Cancelled
1833,296,2025-08-12,72845.43,Delivered
1834,736,2025-10-07,42663.52,Delivered
1835,990,2026-06-28,17321.99,Cancelled
1836,703,2025-07-15,31569.21,Pending
1837,938,2025-10-17,38186.11,Delivered
1838,348,2026-02-11,42492.5,Cancelled
1839,429,2025-11-29,80407.77,Shipped
1840,973,2025-12-07,87886.74,Delivered
1841,811,2026-01-28,76396.1,Pending
1842,681,2026-05-17,96527.82,Processing
1843,9,2026-03-04,7449.1,Processing
1844,342,2026-04-21,91452.97,Delivered
1845,395,2025-09-24,56140.95,Pending
1846,208,2025-10-11,55568.8,Processing
1847,968,2026-01-23,69820.68,Delivered
1848,779,2025-11-12,55767.1,Cancelled
1849,787,2026-04-07,64669.82,Delivered
1850,851,2025-09-01,10264.63,Delivered
1851,996,2026-03-27,81057.12,Shipped
1852,313,2026-02-08,34734.17,Cancelled
1853,507,2026-06-27,76834.91,Shipped
1854,961,2025-09-10,59493.16,Processing
1855,709,2026-05-14,97034.82,Pending
1856,144,2026-01-25,9435.89,Shipped
1857,842,2026-06-21,51490.88,Processing
1858,904,2025-11-03,21049.47,Pending
1859,217,2026-05-16,5770.34,Processing
1860,458,2026-04-19,37894.12,Pending
1861,565,2026-05-19,93646.96,Shipped
1862,440,2026-04-17,38342.58,Delivered
1863,942,2026-03-16,7425.97,Pending
1864,701,2026-05-24,32870.75,Shipped
1865,365,2026-04-19,63036.44,Processing
1866,425,2026-04-17,58752.3,Shipped
1867,912,2026-02-17,59167.97,Processing
1868,554,2025-11-01,66967.6,Cancelled
1869,658,2026-02-26,37809.81,Cancelled
1870,178,2025-09-14,97574.44,Cancelled
1871,831,2026-01-12,84264.11,Cancelled
1872,43,2026-02-18,22855.43,Processing
1873,554,2026-03-29,59821.77,Delivered
1874,632,2026-02-05,98694.26,Shipped
1875,501,2025-11-10,8699.18,Pending
1876,51,2026-05-17,47062.69,Delivered
1877,81,2026-05-22,37489.15,Shipped
1878,325,2025-10-06,13073.59,Delivered
1879,535,2025-10-03,25430.24,Cancelled
1880,946,2025-09-06,71549.62,Pending
1881,202,2025-12-19,15827.31,Pending
1882,307,2026-02-26,90350.73,Delivered
1883,925,2026-04-13,56414.5,Shipped
1884,359,2026-05-27,71995.52,Pending
1885,413,2025-12-17,3753.32,Processing
1886,118,2025-10-23,16119.66,Cancelled
1887,372,2026-06-26,63765.62,Delivered
1888,922,2026-05-08,53563.78,Cancelled
1889,741,2025-12-16,38400.22,Processing
1890,52,2026-01-23,75354.33,Shipped
1891,704,2025-12-19,38890.18,Shipped
1892,24,2025-07-21,80021.76,Processing
1893,840,2025-09-25,51354.15,Delivered
1894,686,2026-06-04,16968.77,Delivered
1895,313,2026-04-22,96769.0,Shipped
1896,47,2025-11-18,76483.69,Pending
1897,929,2026-01-05,50144.56,Delivered
1898,651,2026-02-13,36772.58,Cancelled
1899,182,2026-05-25,83734.84,Delivered
1900,580,2025-12-03,20433.8,Delivered
1901,19,2026-06-22,41767.97,Shipped
1902,414,2025-11-09,50087.36,Shipped
1903,980,2026-06-25,89599.19,Delivered
1904,374,2026-01-18,27378.87,Shipped
1905,591,2025-12-14,36035.92,Processing
1906,741,2026-01-30,75521.32,Delivered
1907,598,2025-07-24,42722.65,Processing
1908,296,2026-07-10,30851.38,Cancelled
1909,50,2026-05-19,27304.54,Pending
1910,460,2026-06-22,73008.38,Pending
1911,601,2025-08-04,39885.12,Shipped
1912,600,2026-06-20,85009.3,Pending
1913,767,2026-03-29,81597.13,Cancelled
1914,844,2026-02-13,93332.24,Shipped
1915,916,2025-08-19,4630.82,Delivered
1916,166,2026-04-13,9507.74,Delivered
1917,798,2026-06-09,33159.47,Shipped
1918,618,2026-06-14,13080.28,Shipped
1919,473,2025-11-12,1452.81,Delivered
1920,616,2025-09-28,79928.13,Shipped
1921,884,2026-07-09,63478.89,Cancelled
1922,628,2025-08-12,47083.96,Pending
1923,204,2026-07-05,63320.84,Delivered
1924,590,2025-07-19,37045.23,Pending
1925,679,2026-06-08,69606.18,Shipped
1926,251,2026-01-28,93733.35,Processing
1927,676,2026-07-11,56279.21,Cancelled
1928,135,2026-05-03,31369.34,Pending
1929,46,2026-01-19,87316.14,Processing
1930,861,2026-06-03,55720.93,Pending
1931,519,2026-04-11,30916.2,Processing
